TrueSpecies,subject_id,DateTimeLub,File,season,Classifications,n_different_classifications,n_wrong_classifications
['elephant'],77684598,2021-04-24 06:50:49,Site_82_part1_IMG_2222,1,"[['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant']]",1,0
['elephant'],77684620,2021-04-24 20:40:09,Site_82_part1_IMG_2259,1,"[['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant']]",1,0
['elephant'],77684626,2021-04-24 20:40:49,Site_82_part1_IMG_2265,1,"[['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant']]",1,0
['elephant'],77684628,2021-04-24 20:41:02,Site_82_part1_IMG_2267,1,"[['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant']]",1,0
['elephant'],77684630,2021-04-24 20:41:19,Site_82_part1_IMG_2269,1,"[['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant']]",1,0
['elephant'],77684633,2021-04-24 20:41:40,Site_82_part1_IMG_2272,1,"[['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant']]",1,0
['elephant'],77684652,2021-04-24 22:24:36,Site_82_part1_IMG_2292,1,"[['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant']]",1,0
['elephant'],77684654,2021-04-25 00:19:37,Site_82_part1_IMG_2296,1,"[['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant']]",1,0
['elephant'],77684662,2021-04-25 00:20:53,Site_82_part1_IMG_2304,1,"[['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant']]",1,0
['elephant'],77684666,2021-04-25 00:23:33,Site_82_part1_IMG_2308,1,"[['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant']]",1,0
['zebraplains'],77684681,2021-04-25 06:34:01,Site_82_part1_IMG_2327,1,"[['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains']]",1,0
['zebraplains'],77684702,2021-04-25 10:37:54,Site_82_part1_IMG_2363,1,"[['zebraplains'], ['zebragrevys'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains']]",2,1
['elephant'],77684725,2021-04-26 17:31:48,Site_82_part1_IMG_2395,1,"[['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant']]",1,0
['zebragrevys'],77684733,2021-04-26 18:09:53,Site_82_part1_IMG_2404,1,"[['zebragrevys'], ['zebragrevys'], ['zebragrevys'], ['zebragrevys'], ['zebragrevys'], ['zebragrevys'], ['zebragrevys'], ['zebragrevys'], ['zebragrevys'], ['zebragrevys'], ['zebragrevys']]",1,0
['zebragrevys'],77684739,2021-04-26 18:11:45,Site_82_part1_IMG_2410,1,"[['zebragrevys'], ['zebragrevys'], ['zebragrevys'], ['zebragrevys'], ['zebraplains'], ['zebragrevys'], ['zebragrevys'], ['zebragrevys'], ['zebragrevys'], ['zebragrevys'], ['zebragrevys']]",2,1
['zebragrevys'],77684748,2021-04-26 19:06:15,Site_82_part1_IMG_2421,1,"[['zebragrevys'], ['zebraplains'], ['zebragrevys'], ['zebragrevys'], ['zebragrevys'], ['zebragrevys'], ['zebragrevys'], ['zebragrevys'], ['zebragrevys'], ['zebragrevys'], ['zebragrevys']]",2,1
['zebragrevys'],77684749,2021-04-26 19:06:24,Site_82_part1_IMG_2422,1,"[['zebragrevys'], ['zebragrevys'], ['zebragrevys'], ['zebraplains'], ['zebragrevys'], ['zebragrevys'], ['zebraplains'], ['zebragrevys'], ['zebragrevys'], ['zebragrevys'], ['zebragrevys']]",2,2
['zebragrevys'],77684751,2021-04-26 19:07:13,Site_82_part1_IMG_2424,1,"[['zebragrevys'], ['zebragrevys'], ['zebragrevys'], ['zebragrevys'], ['zebragrevys'], ['zebraplains'], ['zebragrevys'], ['zebraplains'], ['zebragrevys'], ['zebraplains'], ['zebragrevys']]",2,3
['buffalo'],77684765,2021-04-26 23:13:13,Site_82_part1_IMG_2446,1,"[['buffalo'], ['livestock'], ['buffalo'], ['buffalo'], ['livestock'], ['buffalo'], ['livestock'], ['buffalo'], ['livestock'], ['livestock'], ['livestock']]",2,6
['buffalo'],77684779,2021-04-26 23:14:43,Site_82_part1_IMG_2460,1,"[['buffalo'], ['buffalo'], ['livestock'], ['livestock'], ['buffalo'], ['buffalo'], ['dikdik'], ['buffalo'], ['livestock'], ['buffalo'], ['buffalo']]",3,4
['buffalo'],77684789,2021-04-26 23:16:07,Site_82_part1_IMG_2470,1,"[['buffalo'], ['buffalo'], ['buffalo'], ['buffalo'], ['buffalo'], ['buffalo'], ['buffalo'], ['buffalo'], ['buffalo'], ['buffalo'], ['buffalo']]",1,0
['elephant'],77684809,2021-04-27 20:39:47,Site_82_part1_IMG_2509,1,"[['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant']]",1,0
['elephant'],77684815,2021-04-27 20:40:44,Site_82_part1_IMG_2515,1,"[['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant']]",1,0
['elephant'],77684817,2021-04-27 20:40:56,Site_82_part1_IMG_2517,1,"[['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant']]",1,0
['elephant'],77684828,2021-04-27 20:42:11,Site_82_part1_IMG_2528,1,"[['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant']]",1,0
['elephant'],77684834,2021-04-27 20:43:11,Site_82_part1_IMG_2534,1,"[['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant']]",1,0
['elephant'],77684837,2021-04-27 20:43:31,Site_82_part1_IMG_2537,1,"[['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant']]",1,0
['elephant'],77684843,2021-04-27 20:44:13,Site_82_part1_IMG_2543,1,"[['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant']]",1,0
['elephant'],77684854,2021-04-27 20:45:30,Site_82_part1_IMG_2554,1,"[['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant']]",1,0
['elephant'],77684857,2021-04-27 20:45:49,Site_82_part1_IMG_2557,1,"[['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant']]",1,0
['elephant'],77684863,2021-04-27 20:46:28,Site_82_part1_IMG_2563,1,"[['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant']]",1,0
['zebraplains'],77684934,2021-03-17 13:02:20,Site_83_part1_IMG_3470,1,"[['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains']]",1,0
['zebraplains'],77684935,2021-03-17 13:02:27,Site_83_part1_IMG_3471,1,"[['zebragrevys'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains']]",2,1
['zebraplains'],77684972,2021-03-18 10:01:35,Site_83_part1_IMG_4126,1,"[['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebragrevys'], ['zebragrevys'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebragrevys'], ['zebraplains']]",2,3
['zebraplains'],77684973,2021-03-18 10:01:47,Site_83_part1_IMG_4127,1,"[['zebraplains'], ['zebraplains'], ['zebragrevys'], ['zebragrevys'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebragrevys'], ['zebraplains'], ['zebraplains']]",2,3
['zebraplains'],77684977,2021-03-18 10:03:21,Site_83_part1_IMG_4131,1,"[['zebragrevys'], ['zebraplains'], ['zebraplains'], ['zebragrevys'], ['zebragrevys'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains']]",2,3
['zebraplains'],77684984,2021-03-18 10:05:25,Site_83_part1_IMG_4138,1,"[['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains']]",1,0
['zebraplains'],77684998,2021-03-18 10:07:29,Site_83_part1_IMG_4152,1,"[['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains']]",1,0
['zebraplains'],77685001,2021-03-18 10:07:59,Site_83_part1_IMG_4155,1,"[['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains']]",1,0
['dikdik'],77685013,2021-03-18 13:48:25,Site_83_part1_IMG_5346,1,"[['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik']]",1,0
['guineafowlhelmeted'],77685023,2021-03-18 14:57:37,Site_83_part1_IMG_5651,1,"[['birdother'], ['birdother'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlvulturine']]",3,3
['guineafowlhelmeted'],77685096,2021-03-20 18:18:27,Site_83_part1_IMG_8684,1,"[['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlhelmeted'], ['guineafowlvulturine'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted']]",2,3
['dikdik'],77685150,2021-03-22 09:33:18,Site_83_part1_IMG_9456,1,"[['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik']]",1,0
['impala'],77685177,2021-03-23 10:46:09,Site_83_part2_IMG_0274,1,"[['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala']]",1,0
['dikdik'],77685198,2021-03-23 14:12:40,Site_83_part2_IMG_1420,1,"[['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik']]",1,0
['dikdik'],77685219,2021-03-23 14:17:26,Site_83_part2_IMG_1445,1,"[['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik']]",1,0
['dikdik'],77685259,2021-03-24 15:44:55,Site_83_part2_IMG_3984,1,"[['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik']]",1,0
['elephant'],77685265,2021-03-24 17:46:03,Site_83_part2_IMG_4101,1,"[['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant']]",1,0
['dikdik'],77685285,2021-03-25 09:19:50,Site_83_part2_IMG_4190,1,"[['dikdik'], ['dikdik'], ['dikdik'], ['impala'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik']]",2,1
['hare'],77685310,2021-03-26 02:19:42,Site_83_part2_IMG_6365,1,"[['hare'], ['hare'], ['hare'], ['hare'], ['hare'], ['hare'], ['hare'], ['hare'], ['hare'], ['hare'], ['hare']]",1,0
['hare'],77685311,2021-03-26 02:19:51,Site_83_part2_IMG_6366,1,"[['hare'], ['dikdik'], ['hare'], ['hare'], ['hare'], ['hare'], ['hare'], ['hare'], ['hare'], ['hare'], ['dikdik']]",2,2
['dikdik'],77685318,2021-03-26 09:05:53,Site_83_part2_IMG_6450,1,"[['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik']]",1,0
['dikdik'],77685322,2021-03-26 09:08:16,Site_83_part2_IMG_6458,1,"[['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik']]",1,0
['dikdik'],77685337,2021-03-26 09:31:06,Site_83_part2_IMG_6535,1,"[['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik']]",1,0
['zebraplains'],77685414,2021-03-16 10:48:02,Site_84_part1_RCNX0070.JPG,1,"[['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains']]",1,0
['guineafowlhelmeted'],77685417,2021-03-16 11:20:31,Site_84_part1_RCNX0073.JPG,1,"[['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlvulturine'], ['guineafowlhelmeted'], ['guineafowlhelmeted']]",2,3
['zebragrevys'],77685482,2021-03-17 18:57:12,Site_84_part1_RCNX0160.JPG,1,"[['zebragrevys'], ['zebragrevys'], ['zebragrevys'], ['zebragrevys'], ['zebragrevys'], ['zebragrevys'], ['zebragrevys'], ['zebragrevys'], ['zebragrevys'], ['zebragrevys'], ['zebragrevys']]",1,0
['zebragrevys'],77685484,2021-03-17 18:57:24,Site_84_part1_RCNX0161.JPG,1,"[['zebragrevys'], ['zebragrevys'], ['zebragrevys'], ['zebragrevys'], ['zebragrevys'], ['zebragrevys'], ['zebraplains'], ['zebragrevys'], ['zebraplains'], ['zebragrevys'], ['zebragrevys']]",2,2
['zebraplains'],77685495,2021-03-18 05:53:47,Site_84_part1_RCNX0169.JPG,1,"[['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains']]",1,0
['zebraplains'],77685497,2021-03-18 05:53:58,Site_84_part1_RCNX0170.JPG,1,"[['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains']]",1,0
['zebraplains'],77685508,2021-03-18 09:55:34,Site_84_part1_RCNX0179.JPG,1,"[['zebraplains'], ['zebragrevys'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains']]",2,1
['zebraplains'],77685519,2021-03-18 14:09:04,Site_84_part1_RCNX0224.JPG,1,"[['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains']]",1,0
['zebraplains'],77685541,2021-03-18 14:10:17,Site_84_part1_RCNX0236.JPG,1,"[['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains']]",1,0
['zebraplains'],77685548,2021-03-18 14:10:45,Site_84_part1_RCNX0240.JPG,1,"[['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebragrevys'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains']]",2,1
['zebraplains'],77685582,2021-03-18 14:47:48,Site_84_part1_RCNX0261.JPG,1,"[['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebragrevys'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains']]",2,1
['impala'],77685594,2021-03-18 16:48:01,Site_84_part1_RCNX0269.JPG,1,"[['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala']]",1,0
['zebraplains'],77685707,2021-03-20 11:09:34,Site_84_part2_RCNX0030.JPG,1,"[['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains']]",1,0
['zebraplains'],77685710,2021-03-20 11:10:07,Site_84_part2_RCNX0032.JPG,1,"[['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains']]",1,0
['zebraplains'],77685775,2021-03-22 09:08:46,Site_84_part2_RCNX0084.JPG,1,"[['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains']]",1,0
['elephant'],77685781,2021-03-22 12:14:33,Site_84_part2_RCNX0089.JPG,1,"[['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant']]",1,0
['impala'],77685856,2021-03-25 09:13:10,Site_84_part2_RCNX0153.JPG,1,"[['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala']]",1,0
['impala'],77685870,2021-03-25 09:17:05,Site_84_part2_RCNX0163.JPG,1,"[['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['dikdik'], ['impala'], ['impala'], ['impala']]",2,1
['impala'],77685880,2021-03-25 10:30:48,Site_84_part2_RCNX0169.JPG,1,"[['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala']]",1,0
['zebraplains'],77685907,2021-03-26 15:04:01,Site_84_part2_RCNX0201.JPG,1,"[['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains']]",1,0
['zebraplains'],77685924,2021-03-26 15:05:08,Site_84_part2_RCNX0212.JPG,1,"[['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebragrevys'], ['zebraplains'], ['zebraplains'], ['zebraplains']]",2,1
['zebraplains'],77685926,2021-03-26 15:05:14,Site_84_part2_RCNX0213.JPG,1,"[['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebragrevys'], ['zebraplains']]",2,1
['zebraplains'],77685950,2021-03-26 15:18:41,Site_84_part2_RCNX0228.JPG,1,"[['zebragrevys'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains']]",2,1
['zebraplains'],77685973,2021-03-27 08:19:31,Site_84_part2_RCNX0244.JPG,1,"[['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains']]",1,0
['impala'],77685985,2021-03-27 09:38:05,Site_84_part2_RCNX0252.JPG,1,"[['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['dikdik'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala']]",2,1
['impala'],77686020,2021-03-27 09:42:22,Site_84_part2_RCNX0273.JPG,1,"[['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['dikdik'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala']]",2,1
['zebragrevys'],77686061,2021-03-27 10:40:47,Site_84_part2_RCNX0298.JPG,1,"[['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains']]",1,11
['zebraplains'],77686065,2021-03-27 10:41:59,Site_84_part2_RCNX0302.JPG,1,"[['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains']]",1,0
['impala'],77686139,2021-03-27 12:01:07,Site_84_part2_RCNX0348.JPG,1,"[['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['dikdik'], ['impala'], ['impala']]",2,1
['zebraplains'],77686180,2021-03-28 09:59:18,Site_84_part2_RCNX0377.JPG,1,"[['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains']]",1,0
['zebraplains'],77686213,2021-03-28 17:47:08,Site_84_part2_RCNX0404.JPG,1,"[['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains']]",1,0
['zebraplains'],77686216,2021-03-28 17:51:58,Site_84_part2_RCNX0406.JPG,1,"[['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebragrevys'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebragrevys'], ['zebraplains']]",2,2
['zebraplains'],77686227,2021-03-29 08:45:49,Site_84_part2_RCNX0415.JPG,1,"[['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebragrevys'], ['zebraplains'], ['zebraplains']]",2,1
['zebraplains'],77686230,2021-03-29 09:14:52,Site_84_part2_RCNX0418.JPG,1,"[['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebragrevys'], ['zebraplains'], ['zebraplains']]",2,1
['zebraplains'],77686236,2021-03-29 09:15:25,Site_84_part2_RCNX0422.JPG,1,"[['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains']]",1,0
['zebraplains'],77686244,2021-03-29 09:16:04,Site_84_part2_RCNX0428.JPG,1,"[['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['impala', 'zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains']]",2,1
['zebraplains'],77686251,2021-03-29 09:16:32,Site_84_part2_RCNX0432.JPG,1,"[['zebraplains'], ['zebragrevys', 'zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains']]",2,1
['zebraplains'],77686253,2021-03-29 09:49:46,Site_84_part2_RCNX0434.JPG,1,"[['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebragrevys'], ['zebraplains']]",2,1
['zebraplains'],77686284,2021-03-29 09:52:50,Site_84_part2_RCNX0455.JPG,1,"[['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains']]",1,0
['zebraplains'],77686286,2021-03-29 09:53:01,Site_84_part2_RCNX0457.JPG,1,"[['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains']]",1,0
['zebraplains'],77686322,2021-03-30 11:42:21,Site_84_part2_RCNX0494.JPG,1,"[['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains', 'impala'], ['zebraplains']]",2,1
['zebraplains'],77686323,2021-03-30 12:06:13,Site_84_part2_RCNX0495.JPG,1,"[['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains', 'elephant'], ['zebraplains'], ['zebraplains']]",2,1
['zebraplains'],77686348,2021-03-30 14:01:04,Site_84_part2_RCNX0515.JPG,1,"[['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains']]",1,0
['zebraplains'],77686370,2021-03-30 14:02:25,Site_84_part2_RCNX0528.JPG,1,"[['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains'], ['zebraplains']]",1,0
